Teilnehmer;SEIT LETZTEM JAHR IST GASKNAPPHEIT EIN PRSENTES THEMA IM ™FFENTLICHEN DISKURS. WIE GUT FšHLST DU DICH DARšBER INFORMIERT? X SEHR SCHLECHT X SEHR GUT;WIE HOCH SCHTZT DU DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER ZUM AKTUELLEN ZEITPUNKT EIN?;DENKST DU, EINE GASKNAPPHEIT IM WINTER 2024/2025 IST WAHRSCHEINLICH?;DAS RISIKO EINER GASKNAPPHEIT IST IN DEUTSCHLAND IM VERGLEICH ZU ANDEREN EUROPISCHEN LNDERN ...;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X INTERNATIONALE MARKTLAGE;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X POLITISCHE ENTSCHEIDUNGEN;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X KLIMA- UND UMWELTPOLITIK;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X TECHNOLOGISCHE ENTWICKLUNG;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X FšLLSTAND DER GASSPEICHER;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DIE GASPREISE IN DEUTSCHLAND? X VERBRAUCHERVERHALTEN;DIE GASPREISE IN DEUTSCHLAND SIND IM VERGLEICH ZUM EUROPISCHEN DURCHSCHNITT ?;ERWARTEST DU IM WINTER 2024/2025 EINEN H™HEREN ODER NIEDRIGEREN GASPREIS ALS IM AKTUELLEN WINTER 2023/2024?;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X NACHRICHTENPORTALE;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X SOCIAL MEDIA;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X FERNSEHEN;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X ZEITUNG;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X ANDERE;šBER WELCHE MEDIEN INFORMIERST DU DICH šBER POLITISCHE ENTSCHEIDUNGEN ZUR GASVERSORGUNG? X GAR NICHT;WELCHEN EINFLUSS HAT DEINER MEINUNG NACH GEOPOLITISCHE BETEILIGUNG DEUTSCHLANDS AUF DIE FšLLSTNDE DER DEUTSCHEN GASRESERVEN? X SEHR KLEINEN EINFLUSS X SEHR GROSSEN EINFLUS;VON WELCHEM LAND IMPORTIERT DEUTSCHLAND AKTUELL DAS MEISTE GAS?;WELCHES INTERNATIONALE ABKOMMEN ZIELT DARAUF AB, DIE TREIBHAUSGASEMISSIONEN ZU REDUZIEREN UND BEEINFLUSST SOMIT INDIREKT DIE GASPOLITIK?;IN DER KALENDERWOCHE BIS ZUM 10.12.2023 WAR ES IM SCHNITT 1,6 GRAD KLTER ALS IM SELBEN ZEITRAUM DER JAHRE 2018 BIS 2021. WIE HAT SICH DAS AUF DEN GASVERBRAUCH AUSGEWIRKT?;WIE STARK DENKST DU IST DER ZUSAMMENHANG ZWISCHEN AUSSENTEMPERATUR UND GASVERBRAUCH VON PRIVATHAUSHALTEN? X SEHR NIEDRIG X SEHR HOC;DENKST DU, DER DURCHSCHNITTLICHE BšRGER HAT IM WINTER 2022/2023, ALS GASKNAPPHEIT EIN PRSENTES THEMA IN DEN MEDIEN WAR, BEWUSSTER AUF SEINEN GASVERBRAUCH GEACHTET ALS IN VORJAHREN?;WAS DENKST DU WIE STARK DER BISHERIGE AUSBAU VON ERNEUERBARER ENERGIE (SOLAR, WRMELEITPUMPEN, WINDKRAFT, WASSERKRAFT) DEN GASVERBRAUCH VERRINGERT? X SEHR SCHWACH X SEHR STARK;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X INTERNATIONALE MARKTLAGE;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X POLITISCHE ENTSCHEIDUNGEN;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X UMWELT- UND KLIMAPOLITIK;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X TECHNISCHE ENTWICKLUNGEN;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X GASPREIS;WELCHE 3 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH AM STRKSTEN DEN FšLLSTAND DER DEUTSCHEN GASSPEICHER? X VERBRAUCHERVERHALTEN;WELCHE 2 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH DEN INDIVIDUELLEN GASVERBRAUCH AM STRKSTEN? X PREIS;WELCHE 2 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH DEN INDIVIDUELLEN GASVERBRAUCH AM STRKSTEN? X PERS™NLICHE GEWOHNHEITEN;WELCHE 2 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH DEN INDIVIDUELLEN GASVERBRAUCH AM STRKSTEN? X POLITISCHE EINSTELLUNG;WELCHE 2 FAKTOREN BEEINFLUSSEN DEINER MEINUNG NACH DEN INDIVIDUELLEN GASVERBRAUCH AM STRKSTEN? X WETTER;WIE WICHTIG IST ES FšR DICH PERS™NLICH, BEWUSST AUF DEINEN ENERGIEVERBAUCH IM ALLTAG ZU ACHTEN? (VON 4);SETZT DU BEWUSST ENERGIESPARMASSNAMEN UM;WELCHE INFORMATIONEN WšRDEN DIR HELFEN DICH BEWUSSTER MIT DEINEM ENERGIEVERBRAUCH AUSEINANDERZUSETZEN? X TIPPS ZUM ENERGIESPAREN;WELCHE INFORMATIONEN WšRDEN DIR HELFEN DICH BEWUSSTER MIT DEINEM ENERGIEVERBRAUCH AUSEINANDERZUSETZEN? X ERH™HTE MEDIENPRSENZ;WELCHE INFORMATIONEN WšRDEN DIR HELFEN DICH BEWUSSTER MIT DEINEM ENERGIEVERBRAUCH AUSEINANDERZUSETZEN? X HUFIGE GASSPEICHERFšLLSTAND UPDATES;WELCHE INFORMATIONEN WšRDEN DIR HELFEN DICH BEWUSSTER MIT DEINEM ENERGIEVERBRAUCH AUSEINANDERZUSETZEN? X VERGLEICH DES EIGENEN MIT DEM DURCHSCHNITTLICHEN VERBRAUCH;WELCHE INFORMATIONEN WšRDEN DIR HELFEN DICH BEWUSSTER MIT DEINEM ENERGIEVERBRAUCH AUSEINANDERZUSETZEN? X ANDERE;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X ERDGAS;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X ERD™L;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X BRAUNKOHLE;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X ATOMKRAFT;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X WASSERKRAFT;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X SONNENERGIE;WELCHE 3 DER FOLGENDEN ENERGIEQUELLEN DENKST DU SIND IN ZUKUNFT AM RELEVANTESTEN? X WINDKRAFT;WIE WICHTIG IST ES FšR DICH, DASS ZUKšNFTIGE ENERGIEPRODUKTIONSTECHNOLOGIEN UMWELTFREUNDLICH SIND? X SEHR UNWICHTIG X SEHR WICHTIG;BIST DU MNNLICH ODER WEIBLICH?;WIE ALT BIST DU?;WIE IST DEIN FAMILIENSTAND?;WAS STUDIERST DU?;IN WELCHEM SEMESTER BEFINDEST DU DICH?;WIE IST DEINE AKTUELLE WOHNSITUATION?;WIE VIEL GELD HAST DU DURCHSCHNITTLICH IM MONAT ZUR VERFšGUNG?;WAS SIND DEINE EINKOMMENSQUELLEN? X ELTERN;WAS SIND DEINE EINKOMMENSQUELLEN? X BAF™G;WAS SIND DEINE EINKOMMENSQUELLEN? X MINIJOB/STUDENTENJOB;WAS SIND DEINE EINKOMMENSQUELLEN? X WERKSTUDENT;WAS SIND DEINE EINKOMMENSQUELLEN? X DUALES STUDIUM;WAS SIND DEINE EINKOMMENSQUELLEN? X ANDERE
1;-1;> 80%;Nein;... h”her.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;Niedriger;Nein;Nein;Nein;Nein;Nein;Ja;2;Norwegen;Pariser Abkommen;ca. 3% h”her;2;Ja;-1;Ja;Ja;Ja;Nein;Nein;Nein;Nein;Nein;Ja;Ja;2;Nein;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Nein;Ja;Nein;Ja;Ja;-1;M„nnlich;22;Ledig;Data Science Management (B.Sc.);3;Studentenwohnheim;500? - 1000?;Ja;Nein;Nein;Ja;Nein;Nein
2;1;21% - 40%;Ja;... h”her.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;H”her;Ja;Ja;Ja;Nein;Nein;Nein;2;Katar;Ich weiá es nicht;ca. 3% h”her;2;Ja;-1;Ja;Ja;Ja;Nein;Nein;Nein;Ja;Nein;Ja;Nein;3;Ja;Ja;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Ja;Ja;Ja;Nein;1;M„nnlich;19;Ledig;Wirtschaftsingenieurwesen (B.Eng.);2;Bei den Eltern;< 500?;Ja;Nein;Ja;Nein;Nein;Nein
3;1;21% - 40%;Nein;... niedriger.;Ja;Ja;Nein;Nein;Nein;Ja;... h”her;H”her;Nein;Nein;Nein;Nein;Nein;Ja;0;Russland;Ich weiá es nicht;ca. 3 % niedriger;1;Nein;-1;Nein;Ja;Nein;Nein;Ja;Ja;Ja;Ja;Nein;Nein;1;Nein;Nein;Nein;Nein;Ja;Nein;Ja;Ja;Nein;Ja;Nein;Nein;Nein;1;Weiblich;25;Ledig;Wirtschaftsingenieurwesen (B.Eng.);2;Studentenwohnheim;< 500?;Nein;Nein;Ja;Nein;Nein;Nein
4;0;41% - 60%;Ja;... h”her.;Nein;Ja;Ja;Nein;Ja;Nein;... h”her;H”her;Ja;Ja;Nein;Nein;Nein;Nein;1;Russland;Ich weiá es nicht;ca. 3 % niedriger;1;Nein;0;Nein;Ja;Ja;Nein;Ja;Nein;Ja;Ja;Nein;Nein;3;Ja;Ja;Ja;Ja;Nein;Nein;Ja;Nein;Nein;Ja;Nein;Nein;Ja;0;Weiblich;22;Ledig;Wirtschaftsingenieurwesen (B.Eng.);3;Studentenwohnheim;500? - 1000?;Ja;Ja;Nein;Ja;Nein;Nein
5;-1;61% - 80%;Nein;... niedriger.;Nein;Ja;Nein;Ja;Ja;Nein;... h”her;Niedriger;Ja;Ja;Nein;Nein;Nein;Nein;1;Katar;Pariser Abkommen;exakt gleich;0;Nein;1;Nein;Ja;Nein;Nein;Ja;Ja;Ja;Nein;Ja;Nein;3;Nein;Nein;Nein;Ja;Ja;Nein;Nein;Ja;Nein;Nein;Ja;Ja;Nein;1;M„nnlich;24;Ledig;Wirtschaftsingenieurwesen (B.Eng.);1;Bei den Eltern;1000? - 1500?;Nein;Nein;Nein;Ja;Nein;Nein
6;1;21% - 40%;Nein;... niedriger.;Nein;Ja;Ja;Nein;Nein;Ja;... h”her;H”her;Nein;Ja;Nein;Nein;Ja;Nein;1;Niederlande;Ich weiá es nicht;ca. 3% h”her;1;Ja;-1;Nein;Ja;Ja;Nein;Ja;Nein;Ja;Ja;Nein;Nein;3;Ja;Nein;Nein;Nein;Ja;Nein;Ja;Ja;Nein;Ja;Nein;Nein;Nein;1;M„nnlich;20;Ledig;Data Science Management (B.Sc.);3;Bei den Eltern;< 500?;Ja;Nein;Ja;Nein;Nein;Nein
7;-1;21% - 40%;Ja;... h”her.;Nein;Ja;Ja;Nein;Nein;Ja;... h”her;H”her;Nein;Ja;Nein;Nein;Nein;Nein;0;Katar;Ich weiá es nicht;exakt gleich;1;Ja;0;Nein;Ja;Ja;Nein;Nein;Ja;Ja;Ja;Nein;Nein;3;Ja;Nein;Ja;Ja;Ja;Nein;Ja;Ja;Nein;Nein;Nein;Ja;Nein;1;M„nnlich;19;Ledig;Digital Enterprise Management (B.Sc.);3;Bei den Eltern;< 500?;Ja;Nein;Ja;Nein;Nein;Nein
8;-1;41% - 60%;Ja;... h”her.;Ja;Ja;Nein;Nein;Ja;Nein;... niedriger;Niedriger;Ja;Ja;Nein;Nein;Nein;Nein;1;Belgien;Pariser Abkommen;ca. 3% h”her;2;Ja;-1;Ja;Ja;Nein;Nein;Ja;Nein;Ja;Ja;Nein;Nein;3;Ja;Ja;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Ja;Nein;Ja;Ja;0;M„nnlich;22;Ledig;Informationsmanagement und Unternehmenskommunikation (B.A.);3;Bei den Eltern;< 500?;Ja;Ja;Ja;Nein;Nein;Nein
9;-1;21% - 40%;Ja;... niedriger.;Nein;Ja;Ja;Nein;Nein;Ja;... h”her;H”her;Nein;Ja;Nein;Nein;Nein;Nein;-1;Russland;Ich weiá es nicht;ca. 3% h”her;2;Nein;0;Ja;Ja;Nein;Nein;Nein;Ja;Ja;Ja;Nein;Nein;3;Nein;Nein;Ja;Ja;Nein;Nein;Nein;Ja;Nein;Nein;Nein;Ja;Ja;1;Weiblich;23;Ledig;Digital Enterprise Management (B.Sc.);5;Wohnung (Miete/Eigentum);> 1500?;Nein;Nein;Ja;Ja;Nein;Nein
10;-1;< 20%;Ja;... h”her.;Ja;Nein;Ja;Nein;Nein;Ja;... h”her;H”her;Ja;Ja;Ja;Nein;Nein;Nein;1;Norwegen;Ich weiá es nicht;ca. 3 % niedriger;1;Ja;0;Ja;Nein;Ja;Nein;Ja;Nein;Ja;Nein;Nein;Ja;3;Ja;Ja;Nein;Ja;Nein;Nein;Nein;Nein;Nein;Ja;Ja;Ja;Nein;1;M„nnlich;20;Ledig;Physician Assistant (B.Sc.);5;Studentenwohnheim;500? - 1000?;Ja;Nein;Nein;Nein;Nein;Nein
11;-1;> 80%;Nein;... h”her.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;H”her;Nein;Nein;Nein;Nein;Ja;Nein;2;Russland;Ich weiá es nicht;exakt gleich;2;Ja;0;Ja;Ja;Ja;Nein;Nein;Nein;Nein;Ja;Ja;Nein;4;Ja;Nein;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Ja;Ja;Ja;Nein;-2;M„nnlich;29;Geschieden;Betriebswirtschaft (B.A.);8;Wohnung (Miete/Eigentum);< 500?;Nein;Nein;Nein;Ja;Nein;Nein
12;0;61% - 80%;Nein;... h”her.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;H”her;Ja;Ja;Ja;Ja;Nein;Nein;1;Norwegen;Pariser Abkommen;ca. 3 % niedriger;2;Ja;-1;Ja;Ja;Ja;Nein;Nein;Nein;Ja;Ja;Nein;Nein;1;Nein;Nein;Nein;Nein;Ja;Nein;Ja;Nein;Nein;Ja;Nein;Ja;Nein;-2;M„nnlich;25;Ledig;Betriebswirtschaft (B.A.);5;Bei den Eltern;500? - 1000?;Nein;Nein;Nein;Ja;Nein;Nein
13;0;61% - 80%;Nein;... niedriger.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;Niedriger;Ja;Nein;Nein;Nein;Nein;Nein;0;Niederlande;Ich weiá es nicht;ca. 3% h”her;1;Ja;1;Ja;Ja;Ja;Nein;Nein;Nein;Ja;Nein;Nein;Ja;3;Nein;Ja;Ja;Nein;Ja;Nein;Nein;Nein;Nein;Nein;Ja;Ja;Ja;2;Weiblich;22;Ledig;Betriebswirtschaft (B.A.);6;Bei den Eltern;500? - 1000?;Ja;Nein;Nein;Ja;Nein;Nein
14;1;> 80%;Nein;... niedriger.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;H”her;Ja;Nein;Ja;Nein;Ja;Nein;1;Norwegen;Pariser Abkommen;exakt gleich;1;Ja;0;Ja;Ja;Nein;Nein;Ja;Nein;Ja;Nein;Nein;Ja;4;Ja;Ja;Nein;Nein;Ja;Ja;Ja;Nein;Nein;Ja;Nein;Ja;Nein;-1;M„nnlich;28;Ledig;Systems Engineering (B.Eng.);11;Bei den Eltern;< 500?;Nein;Nein;Nein;Ja;Nein;Ja
15;0;41% - 60%;Ja;... niedriger.;Ja;Ja;Ja;Nein;Nein;Nein;... h”her;Niedriger;Ja;Ja;Nein;Nein;Nein;Nein;1;Russland;Pariser Abkommen;exakt gleich;1;Ja;1;Ja;Ja;Nein;Nein;Ja;Nein;Ja;Ja;Nein;Nein;3;Ja;Ja;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Nein;Ja;Ja;Ja;2;M„nnlich;21;Ledig;Betriebswirtschaft im Gesundheitswesen (B.A.);3;Studentenwohnheim;1000? - 1500?;Ja;Ja;Nein;Nein;Nein;Ja
16;1;61% - 80%;Nein;... niedriger.;Ja;Nein;Ja;Ja;Nein;Nein;... h”her;H”her;Ja;Nein;Ja;Nein;Nein;Nein;1;Norwegen;Pariser Abkommen;ca. 3% h”her;0;Ja;0;Ja;Nein;Ja;Nein;Nein;Ja;Nein;Ja;Nein;Ja;3;Ja;Ja;Nein;Nein;Nein;Nein;Ja;Nein;Nein;Nein;Nein;Ja;Ja;2;M„nnlich;56;Verheiratet;Vorbeugender Brandschutz (M.Eng.);9;Haus (Miete/Eigentum);> 1500?;Nein;Nein;Nein;Nein;Nein;Ja
